,region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,state
364992,fayetteville,1160,apartment,863,1,1.0,0,0,1,0,0,0,w/d in unit,,ar
247781,salem,1165,apartment,969,2,1.0,1,1,0,0,0,0,w/d in unit,carport,or
146050,ann arbor,1266,apartment,950,2,1.0,1,1,0,0,0,0,w/d in unit,carport,mi
243139,eugene,1100,house,1200,3,2.0,1,1,1,0,0,0,,,or
214559,rochester,1600,apartment,1500,3,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,ny
380086,monterey bay,1995,apartment,675,1,1.0,0,0,0,0,0,1,,,ca
55523,sarasota-bradenton,1410,apartment,1025,2,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,fl
79120,savannah / hinesville,1764,apartment,1128,2,2.0,1,1,0,0,0,0,w/d in unit,off-street parking,ga
19470,colorado springs,1512,apartment,1220,3,2.0,1,1,1,0,0,0,,,co
331720,roanoke,825,townhouse,1045,2,1.5,1,1,0,0,0,0,,,va
127777,lake charles,1150,apartment,1026,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage,la
19861,colorado springs,1097,apartment,723,1,1.0,1,1,1,0,0,0,,,co
318498,salt lake city,1255,apartment,1066,2,2.0,0,0,1,0,0,0,,,ut
140421,boston,2899,apartment,1200,3,2.0,1,1,0,0,0,0,w/d in unit,off-street parking,ma
131399,maine,1750,apartment,950,2,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,me
136382,frederick,1265,apartment,762,1,1.0,0,0,1,0,0,0,,,md
237045,oklahoma city,570,apartment,725,1,1.0,1,1,1,0,0,0,,,ok
228847,columbus,750,apartment,850,2,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,oh
268175,greenville / upstate,719,apartment,694,1,1.0,1,1,1,1,0,0,w/d in unit,street parking,sc
255739,pittsburgh,1790,apartment,975,2,1.0,0,0,1,0,0,0,,,pa
165455,st cloud,990,apartment,1025,2,2.0,1,1,1,1,0,0,w/d in unit,off-street parking,mn
16994,boulder,1457,apartment,763,1,1.0,0,0,1,0,0,0,,,co
161526,minneapolis / st paul,1900,apartment,1400,3,2.0,1,0,1,0,0,0,w/d in unit,attached garage,mn
86038,spokane / coeur d'alene,1185,duplex,1287,3,1.0,1,1,1,0,0,0,w/d in unit,attached garage,id
359125,phoenix,1459,apartment,1068,2,2.0,1,1,1,0,0,0,w/d in unit,carport,az
271525,chattanooga,170,manufactured,1000,2,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,tn
73916,columbus,569,apartment,641,1,1.0,1,1,0,0,0,0,laundry on site,off-street parking,ga
195795,lincoln,965,apartment,690,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage,ne
45800,lakeland,999,apartment,870,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,fl
183529,greensboro,865,apartment,802,1,1.0,1,1,1,0,0,0,,,nc
244517,medford-ashland,1491,condo,1345,2,2.0,1,1,0,0,0,0,w/d hookups,detached garage,or
189757,wilmington,1300,house,1330,3,2.0,0,0,1,0,0,0,w/d hookups,off-street parking,nc
304905,odessa / midland,1670,apartment,759,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage,tx
382320,orange county,2677,apartment,1027,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage,ca
102412,south bend / michiana,850,apartment,768,1,1.0,0,0,1,0,0,0,,,in
65627,treasure coast,1569,townhouse,1393,2,2.5,1,1,0,0,0,0,w/d hookups,attached garage,fl
215672,rochester,995,apartment,900,2,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,ny
282468,nashville,1020,apartment,964,2,1.5,1,1,1,0,0,0,laundry on site,off-street parking,tn
285738,amarillo,615,apartment,364,0,1.0,1,1,0,1,0,1,laundry on site,,tx
86669,south bend / michiana,840,apartment,950,2,1.5,1,1,1,0,0,0,w/d in unit,carport,in
63705,tampa bay area,1380,house,2200,4,3.0,1,1,1,0,0,0,w/d hookups,attached garage,fl
310317,san marcos,999,apartment,890,2,1.5,1,1,1,0,0,0,w/d in unit,,tx
125546,baton rouge,595,apartment,700,1,1.0,0,0,1,0,0,0,w/d in unit,off-street parking,la
85450,spokane / coeur d'alene,1395,apartment,1022,2,2.0,1,1,0,0,1,0,w/d in unit,attached garage,id
162894,rochester,1269,townhouse,1248,2,1.5,1,1,1,0,0,0,w/d in unit,attached garage,mn
210284,buffalo,800,apartment,700,1,1.0,0,0,1,0,0,0,laundry in bldg,street parking,ny
378896,modesto,1995,apartment,1105,2,2.0,1,1,1,0,1,0,w/d in unit,carport,ca
266919,greenville / upstate,1670,apartment,1041,2,2.0,1,1,0,0,0,0,w/d in unit,attached garage,sc
330218,roanoke,1235,apartment,1200,3,1.5,1,1,1,0,0,0,w/d hookups,off-street parking,va
176785,charlotte,939,apartment,635,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,nc
230360,columbus,879,apartment,995,2,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,oh
82078,hawaii,4500,condo,1717,3,3.0,0,0,0,0,0,1,w/d in unit,detached garage,hi
138355,frederick,1334,apartment,800,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,md
339731,eastern panhandle,1250,apartment,1650,3,2.5,1,1,1,0,0,0,w/d in unit,,wv
225431,cincinnati,650,duplex,825,2,1.0,0,0,0,0,0,0,no laundry on site,off-street parking,oh
151514,grand rapids,895,apartment,723,1,1.0,1,1,0,0,0,0,laundry in bldg,carport,mi
104525,des moines,665,apartment,750,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ia
101823,lafayette / west lafayette,1120,apartment,1010,2,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,in
179316,eastern NC,675,apartment,1010,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,nc
310474,san marcos,949,apartment,607,1,1.0,1,1,1,0,0,0,w/d in unit,,tx
300780,houston,1446,apartment,1070,2,2.0,1,1,1,0,0,0,w/d in unit,,tx
117098,wichita,650,apartment,930,2,1.5,1,1,1,0,0,0,laundry in bldg,off-street parking,ks
202974,south jersey,1575,apartment,874,1,1.0,0,0,1,0,0,0,,,nj
361368,sierra vista,729,apartment,650,2,2.0,1,1,1,0,0,0,laundry on site,carport,az
235864,lawton,710,apartment,1160,2,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,ok
314588,salt lake city,1815,townhouse,1505,3,0.0,1,1,1,0,0,0,w/d in unit,attached garage,ut
230751,columbus,1169,apartment,900,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,oh
230808,dayton / springfield,715,townhouse,840,2,1.0,1,0,1,0,0,0,w/d hookups,off-street parking,oh
305333,odessa / midland,2349,apartment,1056,2,2.0,1,1,1,0,0,0,w/d in unit,,tx
147856,detroit metro,1690,apartment,1225,2,2.0,1,1,1,0,0,0,w/d in unit,carport,mi
213427,new york city,4305,apartment,967,2,1.0,1,1,1,0,0,0,w/d in unit,,ny
208988,buffalo,573,house,1152,3,1.0,0,1,1,0,0,0,,,ny
84290,east idaho,1500,cottage/cabin,600,0,1.0,0,0,0,0,0,0,,off-street parking,id
120607,lexington,1150,townhouse,1390,3,2.5,1,1,0,0,0,0,,,ky
151814,grand rapids,1275,apartment,1133,2,2.0,1,1,0,0,0,0,w/d in unit,carport,mi
360232,phoenix,1100,apartment,950,2,2.0,0,0,1,0,0,1,w/d in unit,,az
30568,"washington, DC",1355,apartment,905,2,1.0,1,1,1,0,0,0,w/d in unit,,dc
80243,valdosta,510,house,670,2,1.0,1,1,1,0,0,0,,,ga
215334,rochester,840,apartment,760,1,1.0,1,1,1,0,0,0,laundry in bldg,,ny
293448,corpus christi,569,apartment,650,2,2.0,1,1,1,0,0,0,laundry on site,off-street parking,tx
14359,ventura county,2545,apartment,1237,2,2.0,0,0,1,0,0,0,,,ca
108662,omaha / council bluffs,1203,apartment,757,1,1.0,1,1,0,1,0,1,w/d in unit,off-street parking,ia
218828,new hampshire,1700,apartment,1162,2,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,nh
166854,gulfport / biloxi,659,apartment,900,1,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,ms
47384,ocala,1200,house,1300,3,2.0,0,0,1,0,0,0,,carport,fl
41619,gainesville,1305,apartment,770,1,1.0,1,1,1,0,0,0,w/d in unit,carport,fl
233470,toledo,410,apartment,874,2,1.0,0,1,1,0,0,0,,attached garage,oh
83461,boise,775,apartment,630,1,1.0,0,0,1,0,0,0,laundry on site,off-street parking,id
238242,stillwater,430,apartment,915,2,1.0,0,0,1,0,0,0,laundry on site,carport,ok
300513,houston,988,apartment,675,1,1.0,0,0,1,0,0,0,,,tx
270399,myrtle beach,805,apartment,685,1,1.0,0,0,1,0,0,0,,,sc
63268,tampa bay area,1290,apartment,844,2,2.0,1,1,1,0,0,0,w/d in unit,,fl
20193,colorado springs,1427,apartment,1198,2,2.0,1,1,1,0,0,0,,,co
180772,fayetteville,1090,apartment,1375,3,2.5,1,1,1,0,0,0,w/d hookups,,nc
171380,columbia / jeff city,485,apartment,988,3,3.0,1,1,1,0,0,1,w/d in unit,,mo
268007,greenville / upstate,1650,condo,616,1,1.0,0,0,1,0,0,1,w/d in unit,attached garage,sc
204661,albuquerque,626,apartment,449,0,1.0,1,1,0,1,0,0,w/d in unit,street parking,nm
285195,abilene,635,apartment,468,1,1.0,1,0,1,0,0,0,laundry on site,,tx
348888,birmingham,1120,apartment,1319,3,2.0,1,1,1,0,0,0,laundry on site,off-street parking,al
34110,delaware,1062,apartment,820,2,1.0,0,0,1,0,0,0,,,de
109052,omaha / council bluffs,675,apartment,756,1,1.0,1,1,1,0,0,0,laundry in bldg,detached garage,ia
88434,champaign urbana,520,apartment,996,2,1.5,1,1,1,0,0,0,,,il
371101,fresno / madera,988,apartment,965,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca
271983,sioux falls / SE SD,686,apartment,875,2,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking,sd
208975,buffalo,1200,apartment,1100,3,2.0,1,1,1,0,0,0,,,ny
335464,seattle-tacoma,1772,apartment,850,2,1.0,1,1,1,0,0,0,w/d in unit,,wa
26874,eastern CT,1300,apartment,1326,3,2.0,1,1,0,0,0,0,w/d hookups,off-street parking,ct
384726,reno / tahoe,1795,house,1996,4,2.0,0,0,0,0,0,0,w/d hookups,attached garage,ca
3253,sacramento,1428,apartment,1240,2,2.0,1,1,1,0,0,0,laundry on site,,ca
87848,champaign urbana,565,apartment,1100,3,3.0,1,1,1,0,0,0,w/d in unit,off-street parking,il
58957,space coast,801,apartment,973,2,2.0,1,1,1,1,0,0,w/d hookups,off-street parking,fl
381430,orange county,1946,apartment,840,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
121074,lexington,699,apartment,708,1,1.0,1,1,1,0,0,0,w/d hookups,,ky
192313,winston-salem,795,apartment,1280,3,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,nc
138382,southern maryland,1185,apartment,461,1,1.0,1,1,1,0,0,0,w/d in unit,,md
159614,mankato,625,apartment,630,1,1.0,0,0,1,0,0,0,no laundry on site,off-street parking,mn
374883,inland empire,1805,apartment,734,1,1.0,1,1,0,0,0,0,w/d in unit,carport,ca
285638,amarillo,615,apartment,364,0,1.0,1,1,0,1,0,1,laundry on site,,tx
95509,"st louis, MO",1550,apartment,1125,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,il
296452,dallas / fort worth,1025,apartment,1080,2,2.5,1,1,1,0,0,0,laundry on site,carport,tx
325238,fredericksburg,1355,apartment,930,2,2.0,1,1,1,0,0,0,w/d in unit,,va
286551,amarillo,950,apartment,1221,3,2.0,0,0,1,0,0,0,w/d hookups,detached garage,tx
364825,fayetteville,950,duplex,1350,3,2.0,0,0,0,0,0,0,w/d in unit,off-street parking,ar
205952,albuquerque,966,apartment,900,2,2.0,1,1,1,0,0,0,,,nm
348168,birmingham,1120,apartment,1319,3,2.0,1,1,1,0,0,0,laundry on site,off-street parking,al
269068,hilton head,1200,condo,968,2,2.0,0,0,0,0,0,0,w/d in unit,,sc
296155,dallas / fort worth,1260,apartment,765,1,0.0,0,0,1,0,0,0,,,tx
23641,fort collins / north CO,1495,apartment,807,1,1.0,0,0,1,0,0,0,,,co
320060,salt lake city,1029,apartment,632,1,1.0,1,1,1,0,0,0,w/d hookups,carport,ut
202281,north jersey,900,apartment,1470,3,1.5,1,1,1,0,0,0,,,nj
310995,san marcos,1300,apartment,1135,2,2.0,1,1,1,0,0,0,,no parking,tx
294173,corpus christi,639,apartment,950,2,2.0,1,1,1,0,0,0,laundry on site,off-street parking,tx
12536,ventura county,2485,apartment,1173,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage,ca
305885,odessa / midland,1594,apartment,839,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage,tx
246296,portland,1560,apartment,860,2,2.0,0,0,1,0,0,0,,,or
51666,panama city,899,apartment,850,2,1.0,1,1,1,0,0,0,,,fl
115579,topeka,595,apartment,750,2,1.0,1,1,0,0,0,0,laundry on site,off-street parking,ks
192625,winston-salem,750,townhouse,996,2,1.5,1,1,1,0,0,0,w/d hookups,off-street parking,nc
279653,memphis,927,apartment,1080,2,2.0,0,0,1,0,0,0,,,tn
355172,anchorage / mat-su,975,apartment,705,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ak
9536,stockton,1800,house,1140,2,2.0,0,0,1,0,0,0,laundry in bldg,street parking,ca
251061,lancaster,795,house,1456,1,1.5,0,0,0,0,0,0,w/d hookups,detached garage,pa
1796,sacramento,1437,apartment,632,0,1.0,1,1,1,0,0,0,w/d in unit,detached garage,ca
65538,treasure coast,1294,apartment,990,2,2.0,1,1,1,0,0,0,w/d in unit,,fl
336648,seattle-tacoma,2206,apartment,719,1,1.0,1,1,0,1,1,0,w/d in unit,attached garage,wa
340297,appleton-oshkosh-FDL,675,apartment,1000,2,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,wi
30031,new haven,1699,apartment,554,0,1.0,1,1,0,1,1,1,w/d in unit,attached garage,ct
340751,green bay,736,apartment,934,2,1.0,1,0,0,1,0,0,w/d in unit,attached garage,wi
73511,augusta,955,apartment,822,2,2.0,1,1,1,0,0,0,w/d hookups,,ga
65141,treasure coast,1725,apartment,1755,3,2.0,1,1,0,0,0,0,w/d in unit,,fl
326381,new river valley,650,apartment,990,2,1.0,1,1,0,1,0,0,laundry in bldg,off-street parking,va
334353,kennewick-pasco-richland,995,apartment,710,2,1.0,1,1,0,0,0,0,w/d in unit,carport,wa
338759,wenatchee,1405,apartment,980,2,1.0,1,1,0,0,0,0,w/d in unit,carport,wa
161177,minneapolis / st paul,1095,apartment,571,0,1.0,0,0,0,0,0,0,laundry in bldg,detached garage,mn
380935,orange county,1658,apartment,760,1,1.0,1,1,1,0,0,0,laundry in bldg,carport,ca
245041,portland,1369,apartment,1296,2,2.5,1,1,0,0,0,0,w/d in unit,,or
165754,greensboro,695,apartment,754,1,1.0,1,1,1,0,0,0,laundry on site,,nc
215057,rochester,915,apartment,765,1,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,ny
369062,chico,615,apartment,340,0,1.0,0,0,0,0,1,0,laundry on site,off-street parking,ca
205286,albuquerque,1571,apartment,1220,3,2.0,1,1,0,0,0,0,w/d in unit,detached garage,nm
158111,southwest michigan,589,apartment,573,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,mi
356675,anchorage / mat-su,935,apartment,580,1,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,ak
144302,ann arbor,1155,apartment,976,2,2.0,1,1,1,0,0,0,w/d in unit,carport,mi
8908,SF bay area,3650,apartment,657,1,1.0,1,1,0,0,0,0,w/d in unit,detached garage,ca
103965,cedar rapids,995,apartment,1005,3,2.0,0,0,1,0,0,0,laundry in bldg,off-street parking,ia
294731,corpus christi,1099,apartment,996,2,2.0,1,1,0,0,0,0,laundry on site,off-street parking,tx
55201,sarasota-bradenton,1445,condo,1200,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,fl
43042,jacksonville,858,apartment,765,1,1.0,0,0,1,0,0,0,w/d in unit,off-street parking,fl
287488,austin,950,apartment,575,1,1.0,1,1,1,0,0,0,,no parking,tx
352362,mobile,935,apartment,1205,3,2.0,1,1,1,1,0,0,w/d hookups,off-street parking,al
87661,champaign urbana,1400,apartment,1100,2,2.0,0,0,1,0,0,0,w/d in unit,off-street parking,il
308515,san antonio,874,apartment,949,2,1.0,0,0,1,0,0,0,,,tx
222705,akron / canton,690,apartment,620,1,1.0,0,0,1,0,0,0,,,oh
13477,ventura county,2645,apartment,1319,3,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
365276,jonesboro,625,apartment,736,2,1.0,0,0,1,0,0,0,,,ar
338234,skagit / island / SJI,1190,apartment,546,1,1.0,1,1,0,1,0,0,w/d in unit,no parking,wa
245839,portland,1495,apartment,610,0,1.0,1,0,0,1,0,0,w/d in unit,,or
233549,toledo,710,apartment,860,2,1.0,1,1,1,0,0,0,laundry in bldg,,oh
62180,tallahassee,853,apartment,910,1,1.0,1,1,0,1,0,0,w/d in unit,street parking,fl
260821,rhode island,1650,apartment,780,2,1.0,1,1,1,0,0,0,w/d in unit,street parking,ri
334361,kennewick-pasco-richland,1112,apartment,1112,3,2.0,1,1,0,0,0,0,w/d in unit,carport,wa
43622,jacksonville,610,house,1095,2,1.0,1,1,1,0,0,0,,,fl
41223,gainesville,1095,apartment,977,2,2.0,1,1,1,0,0,0,w/d hookups,,fl
299946,houston,1310,apartment,1250,2,2.0,1,1,1,1,0,0,w/d hookups,,tx
241620,corvallis/albany,1500,house,1700,3,1.5,0,1,1,0,0,0,w/d hookups,detached garage,or
309585,san marcos,1069,house,1305,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,tx
133280,annapolis,1300,apartment,805,1,1.0,1,1,1,0,0,0,,,md
205619,albuquerque,913,apartment,669,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,nm
133661,annapolis,2302,apartment,1189,2,2.0,0,0,1,0,0,0,,,md
185610,jacksonville,1185,apartment,1250,3,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,nc
224895,cincinnati,840,apartment,749,1,1.0,1,1,1,0,0,0,w/d hookups,,oh
266459,greenville / upstate,795,apartment,694,1,1.0,1,1,1,1,0,0,w/d in unit,street parking,sc
181036,fayetteville,1035,apartment,1443,3,2.0,1,1,1,0,0,0,w/d hookups,,nc
171612,columbia / jeff city,880,condo,1300,3,2.0,1,1,0,0,0,0,w/d in unit,attached garage,mo
370912,fresno / madera,1350,apartment,907,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage,ca
118777,bowling green,799,apartment,1014,2,2.0,1,1,1,0,0,0,,,ky
13725,ventura county,1625,apartment,600,1,1.0,1,0,0,0,0,0,laundry in bldg,carport,ca
108826,omaha / council bluffs,1111,apartment,1096,2,2.0,1,1,0,0,0,0,w/d in unit,off-street parking,ia
55522,sarasota-bradenton,1499,apartment,1100,2,2.0,1,1,1,0,0,0,w/d hookups,attached garage,fl
69894,atlanta,1477,apartment,1353,2,2.0,1,1,1,0,0,0,w/d in unit,,ga
343977,madison,1010,apartment,825,2,1.0,1,0,1,0,0,0,,,wi
270931,myrtle beach,979,apartment,1158,2,2.0,1,1,1,0,0,0,w/d hookups,,sc
124042,baton rouge,1192,apartment,1112,1,0.0,1,1,1,0,0,0,,,la
152654,holland,975,apartment,1853,3,2.5,1,0,1,0,0,0,,,mi
288147,austin,1269,townhouse,921,2,1.5,1,1,1,0,0,0,w/d in unit,off-street parking,tx
170002,jackson,840,apartment,1248,3,2.0,0,0,1,0,0,0,w/d hookups,off-street parking,ms
217754,new hampshire,1249,apartment,617,1,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,nh
279570,memphis,717,apartment,874,1,1.0,0,0,1,0,0,0,,,tn
264681,columbia,975,apartment,964,2,2.0,1,1,0,1,0,0,w/d in unit,,sc
145459,ann arbor,818,apartment,650,1,1.0,1,1,1,0,0,0,laundry on site,,mi
290909,college station,759,apartment,700,1,1.0,1,1,1,0,0,0,laundry on site,,tx
340814,green bay,1700,house,2075,4,2.0,0,0,1,0,0,0,laundry on site,attached garage,wi
50641,orlando,1669,apartment,1085,2,2.0,1,1,0,0,0,0,,,fl
57472,south florida,1800,condo,821,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage,fl
266034,greenville / upstate,799,apartment,608,1,1.0,0,0,1,0,0,0,,,sc
27446,hartford,2625,apartment,1140,2,2.0,1,1,1,0,0,0,w/d in unit,,ct
107601,omaha / council bluffs,775,apartment,1089,2,2.0,0,0,0,1,0,0,w/d in unit,off-street parking,ia
376198,los angeles,2910,apartment,862,0,1.0,1,1,1,0,0,0,w/d in unit,attached garage,ca
24859,fort collins / north CO,1270,apartment,870,2,1.0,1,1,1,0,0,0,,,co
89361,champaign urbana,690,apartment,2000,4,1.0,1,1,0,0,0,0,,,il
277966,knoxville,849,apartment,700,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,tn
94619,"st louis, MO",1530,townhouse,2270,3,2.5,1,1,0,0,0,0,w/d hookups,off-street parking,il
266443,greenville / upstate,955,apartment,921,1,1.0,1,1,1,0,0,0,w/d hookups,,sc
350587,huntsville / decatur,899,apartment,900,2,2.0,1,1,0,1,0,0,w/d in unit,off-street parking,al
212445,long island,3400,apartment,1282,3,2.0,1,1,0,0,0,0,w/d in unit,off-street parking,ny
377540,merced,590,house,660,2,1.0,0,0,1,0,0,0,,,ca
155880,lansing,580,apartment,420,0,1.0,1,1,1,0,0,0,laundry on site,,mi
322310,charlottesville,1073,apartment,825,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,va
89315,champaign urbana,545,apartment,1100,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,il
329337,richmond,1279,townhouse,949,2,1.5,1,1,1,0,0,0,w/d hookups,off-street parking,va
116513,topeka,715,apartment,968,2,1.5,1,1,1,0,0,0,laundry in bldg,off-street parking,ks
73469,augusta,959,apartment,1000,2,2.0,1,1,1,0,0,0,w/d hookups,,ga
338394,skagit / island / SJI,1643,apartment,1055,2,2.0,1,1,1,0,0,0,w/d in unit,,wa
210515,finger lakes,775,apartment,500,0,1.0,0,0,0,0,0,1,laundry in bldg,off-street parking,ny
359527,phoenix,845,apartment,720,1,1.0,1,1,1,0,0,0,w/d in unit,carport,az
246938,portland,1413,apartment,633,1,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,or
100843,indianapolis,970,loft,1108,2,1.5,1,1,1,0,0,0,laundry in bldg,,in
77130,northwest GA,1300,apartment,1149,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,ga
255519,pittsburgh,1000,house,688,2,1.0,0,1,0,0,0,0,w/d hookups,street parking,pa
53933,pensacola,850,apartment,1047,2,1.5,1,1,1,0,0,0,w/d hookups,,fl
192344,winston-salem,795,apartment,1280,3,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,nc
233565,toledo,280,apartment,420,1,2.0,1,1,1,0,0,1,laundry on site,street parking,oh
108944,omaha / council bluffs,775,apartment,850,2,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,ia
203930,south jersey,1546,apartment,857,1,1.0,1,1,1,0,0,0,w/d in unit,,nj
72024,augusta,828,townhouse,1010,2,1.5,1,1,1,0,0,0,w/d hookups,,ga
16593,boulder,1270,apartment,594,1,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking,co
366166,little rock,1295,apartment,1170,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ar
26968,eastern CT,1203,apartment,730,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ct
332962,kennewick-pasco-richland,845,apartment,866,2,1.0,0,0,1,0,0,0,laundry on site,carport,wa
48171,okaloosa / walton,2049,apartment,1332,3,2.0,1,1,1,0,0,0,w/d hookups,,fl
295731,dallas / fort worth,1154,apartment,742,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage,tx
193668,lincoln,595,manufactured,850,3,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,ne
251235,lancaster,1250,apartment,1070,2,2.0,1,1,1,0,0,0,w/d in unit,,pa
231070,dayton / springfield,1230,apartment,1425,3,2.0,1,1,1,0,0,0,laundry in bldg,attached garage,oh
146744,battle creek,705,apartment,800,2,1.0,1,1,1,0,0,0,w/d hookups,carport,mi
156872,northern michigan,759,apartment,900,2,1.0,0,0,1,0,0,0,laundry in bldg,,mi
292073,college station,779,apartment,827,2,1.5,1,1,0,1,0,0,w/d in unit,street parking,tx
90072,chicago,1884,apartment,1325,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage,il
282057,el paso,700,apartment,746,2,1.0,1,1,1,0,0,0,laundry on site,,tx
87283,bloomington-normal,610,apartment,860,2,1.0,1,1,1,0,0,0,,street parking,il
250086,harrisburg,1755,townhouse,1349,2,2.5,1,1,0,0,0,0,w/d in unit,off-street parking,pa
147848,detroit metro,840,apartment,815,2,1.5,1,1,1,0,0,0,,,mi
265873,florence,1460,apartment,1250,3,2.0,1,1,1,0,0,0,w/d in unit,detached garage,sc
215161,rochester,1265,apartment,1287,3,1.5,0,1,1,0,0,0,w/d in unit,off-street parking,ny
330939,richmond,1199,townhouse,949,2,1.5,1,1,1,0,0,0,w/d hookups,off-street parking,va
271585,sioux falls / SE SD,646,apartment,768,1,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking,sd
